CODES,DESCRIPTION,YEAR,UNIT_1_CODES,UNIT_1_DESCRIPTION,UNIT_2_CODES,UNIT_2_DESCRIPTION
870990,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods, incl. tractors for railways station platforms, n.e.s.",9,Kilogram,?,?,
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",?,?,?,?,
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with internal combustion piston engine of a cylinder capacity not exceeding 50 cc",1,Number of item,9,Kilogram,
871120,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc",1,Number of item,9,Kilogram,
871130,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc",1,Number of item,9,Kilogram,
871140,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc",1,Number of item,9,Kilogram,
871150,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with internal combustion piston engine of a cylinder capacity exceeding 800 cc",1,Number of item,9,Kilogram,
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for propulsion",1,Number of item,9,Kilogram,
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles (excluding with reciprocating internal combustion piston engine)",1,Number of item,9,Kilogram,
871200,"Bicycles and other cycles (including delivery tricycles), not motorised.",1,Number of item,9,Kilogram,
871310,"Carriages for disabled persons, not mechanically propelled",1,Number of item,9,Kilogram,
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially designed motor vehicles and bicycles)",1,Number of item,9,Kilogram,
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",9,Kilogram,?,?,
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",9,Kilogram,?,?,
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",9,Kilogram,?,?,
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",9,Kilogram,?,?,
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking hubs and hub brakes),9,Kilogram,?,?,
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding for motorcycles)",9,Kilogram,?,?,
871495,Saddles for cycles (excluding for motorcycles),9,Kilogram,1,Number of item,
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",9,Kilogram,?,?,
871499,"Parts and accessories, for bicycles, n.e.s.",9,Kilogram,?,?,
871500,Baby carriages and parts thereof.,9,Kilogram,?,?,
871610,"Trailers and semitrailers of the caravan type, for housing or camping",1,Number of item,9,Kilogram,
871620,Selfloading or selfunloading trailers and semitrailers for agricultural purposes,1,Number of item,9,Kilogram,
871631,Tanker trailers and tanker semitrailers,1,Number of item,9,Kilogram,
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding self-loading or self-unloading trailers and semi-trailers for agricultural purposes and tanker trailers and tanker semi-trailers)",1,Number of item,9,Kilogram,
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers for the transport of goods and those of the caravan type for housing or camping)",1,Number of item,9,Kilogram,
871680,Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excluding trailers and semi-trailers),1,Number of item,9,Kilogram,
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",9,Kilogram,?,?,
880100,"Balloons and dirigibles; gliders, hang gliders and other non powered aircraft.",1,Number of item,9,Kilogram,
880211,"Helicopters of an unladen weight not exceeding 2,000 kg",1,Number of item,9,Kilogram,
880212,"Helicopters of an unladen weight exceeding 2,000 kg",1,Number of item,9,Kilogram,
880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",1,Number of item,9,Kilogram,
880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",1,Number of item,9,Kilogram,
880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",1,Number of item,9,Kilogram,
880260,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,1,Number of item,9,Kilogram,
880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,9,Kilogram,?,?,
880510,Aircraft launching gear and parts thereof; deckarrestor or similar gear and parts thereof,9,Kilogram,?,?,
880521,Air combat simulators and parts thereof,9,Kilogram,?,?,
880529,"Ground flying trainers and parts thereof, n.e.s. (excluding air combat simulators and parts thereof)",9,Kilogram,?,?,
880610,"Unmanned aircraft, designed for the carriage of passengers",1,Number of item,9,Kilogram,
880621,"Other unmanned aircraft, for remote-controlled flight only",1,Number of item,9,Kilogram,
880622,"Unmanned aircraft, with 250g£ºmaximum take-off weight°‹7kg",1,Number of item,9,Kilogram,
880623,"Unmanned aircraft, with 7kg£ºmaximum take-off weight°‹25kg",1,Number of item,9,Kilogram,
880624,"Unmanned aircraft, with 25kg£ºmaximum take-off weight°‹150kg",1,Number of item,9,Kilogram,
880629,"Unmanned aircraft,with maximum take-off weight£æ150kg",1,Number of item,9,Kilogram,
880691,"Other unmanned aircraft",1,Number of item,9,Kilogram,
880692,"Other unmanned aircraft,with 250g£ºmaximum take-off weight°‹7kg",1,Number of item,9,Kilogram,
880693,"Other unmanned aircraft,with 7kg£ºmaximum take-off weight°‹25kg",1,Number of item,9,Kilogram,
880694,"Other unmanned aircraf,with 25kg£ºmaximum take-off weight°‹150kg",1,Number of item,9,Kilogram,
880699,"Other unmanned aircraft,with maximum take-off weight£æ150kg",1,Number of item,9,Kilogram,
880710,Propellers and rotors and parts thereof,9,Kilogram,?,?,
880720,Under-carriages and parts thereof,9,Kilogram,?,?,
880730,"Other parts of airplanes, helicopters or unmanned aircraft",9,Kilogram,?,?,
880790,Other,9,Kilogram,?,?,
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferryboats of all kinds",1,Number of item,9,Kilogram,
890120,Tankers,1,Number of item,9,Kilogram,
890130,"Refrigerated vessels, other than those of subheading 8901.20",1,Number of item,9,Kilogram,
890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,1,Number of item,9,Kilogram,
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.,1,Number of item,9,Kilogram,
890311,"Inflatable (including rigid hull inflatable) boats£¨fitted or designed to be fitted with a motor, unladen (net) weight(excluding the motor) not exceeding 100 kg",1,Number of item,9,Kilogram,
890312,Inflatable (including rigid hull inflatable) boats£¨not designed for use with a motor and unladen (net) weight not exceeding 100 kg,1,Number of item,9,Kilogram,
890319,Other inflatable (including rigid hull inflatable) boats£¨unladen (net) weight£æ100 kg,1,Number of item,9,Kilogram,
890321,"Sailboats, other than inflatable, with or without auxiliary motor of a length not exceeding 7.5 m",1,Number of item,9,Kilogram,
890322,"Sailboats, other than inflatable, with or without auxiliary motor of a length exceeding 7.5 m but not exceeding 24 m",1,Number of item,9,Kilogram,
890323,"Sailboats, other than inflatable, with or without auxiliary motor of a length exceeding 24 m",1,Number of item,9,Kilogram,
890331,"Motorboats, other than inflatable, not including outboard 
motorboats of a length not exceeding 7.5 m",1,Number of item,9,Kilogram,
890332,"Motorboats, other than inflatable, not including outboard 
motorboats of a length exceeding 7.5 m but not exceeding 24 m",1,Number of item,9,Kilogram,
890333,"Motorboats, other than inflatable, not including outboard 
motorboats of a length exceeding 24 m",1,Number of item,9,Kilogram,
890393,Other vessels for pleasure or sports; rowing boats£¨of a length not exceeding 7.5 m,1,Number of item,9,Kilogram,
890399,Other vessels for pleasure or sports; rowing boats£¨of a length  exceeding 7.5 m,1,Number of item,9,Kilogram,
890400,Tugs and pusher craft.,1,Number of item,9,Kilogram,
890510,Dredgers,1,Number of item,9,Kilogram,
890520,Floating or submersible drilling or production platforms,1,Number of item,9,Kilogram,
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function (excluding dredgers, floating or submersible drilling or production platforms; fishing vessels and warships)",1,Number of item,9,Kilogram,
890610,Warships,1,Number of item,9,Kilogram,
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 to 8905 and vessels for breaking up)",1,Number of item,9,Kilogram,
890710,Inflatable rafts,1,Number of item,9,Kilogram,
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding inflatable rafts, vessels of heading 8901 to 8906 and floating structures for breaking up)",1,Number of item,9,Kilogram,
890800,Vessels and other floating structures for breaking up.,1,Number of item,9,Kilogram,
900110,"Optical fibres, optical fibre bundles and cables",9,Kilogram,?,?,
900120,Sheets and plates of polarising material,9,Kilogram,?,?,
900130,Contact lenses,1,Number of item,9,Kilogram,
900140,Spectacle lenses of glass,1,Number of item,9,Kilogram,
900150,Spectacle lenses of other materials,1,Number of item,9,Kilogram,
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such elements of glass not optically worked, contact lenses and spectacle lenses)",9,Kilogram,?,?,
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",9,Kilogram,1,Number of item,
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",9,Kilogram,1,Number of item,
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed or mounted",9,Kilogram,1,Number of item,
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of or fittings for instruments or apparatus (excluding objective lenses for cameras, projectors or photographic enlargers or reducers, such elements of glass not optically worked, and filters)",9,Kilogram,1,Number of item,
900311,Frames and mountings of plastics,9,Kilogram,1,Number of item,
900319,Frames and mountings of other materials,9,Kilogram,1,Number of item,
900390,Parts thereof,9,Kilogram,?,?,
900410,Sunglasses,9,Kilogram,1,Number of item,
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for testing eyesight, sunglasses, contact lenses, spectacle lenses and frames and mountings for spectacles)",9,Kilogram,1,Number of item,
900510,Binoculars,1,Number of item,9,Kilogram,
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding binoculars, instruments for radio-astronomy and other instruments or apparatus specified elsewhere)",1,Number of item,9,Kilogram,
900590,Parts and accessories (including mountings),9,Kilogram,?,?,
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",1,Number of item,9,Kilogram,
900640,Instant print cameras,1,Number of item,9,Kilogram,
900653,Cameras For roll film of a width of 35 mm,1,Number of item,9,Kilogram,
900659,Other cameras,1,Number of item,9,Kilogram,
900661,Discharge lamp (.electronic.) flashlight apparatus,1,Number of item,9,Kilogram,
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),1,Number of item,9,Kilogram,
900691,"Parts and accessories for photographic cameras, n.e.s.",9,Kilogram,?,?,
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",9,Kilogram,?,?,
900710,Cinematographic cameras,1,Number of item,9,Kilogram,
900720,Cinematographic projectors,1,Number of item,9,Kilogram,
900791,"Parts and accessories for cinematographic cameras, n.e.s.",9,Kilogram,?,?,
900792,"Parts and accessories for cinematographic projectors, n.e.s.",9,Kilogram,?,?,
900850,"Projectors, enlargers and reducers",1,Number of item,9,Kilogram,
900890,"Parts and accessories, in heading of 90.08",9,Kilogram,?,?,
901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper,1,Number of item,9,Kilogram,
901050,Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes,1,Number of item,9,Kilogram,
901060,Projection screens,1,Number of item,9,Kilogram,
901090,"Parts and accessories, in heading of 90.10",9,Kilogram,?,?,
901110,Stereoscopic microscopes,1,Number of item,9,Kilogram,
901120,"Other microscopes, for photomicrography, cinephotomicrography or microprojection",1,Number of item,9,Kilogram,
901180,Other microscopes,1,Number of item,9,Kilogram,
901190,"Parts and accessories for compound optical microscopes, n.e.s.",9,Kilogram,?,?,
901210,Microscopes other than optical microscopes; diffraction apparatus,1,Number of item,9,Kilogram,
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, n.e.s.",9,Kilogram,?,?,
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI",1,Number of item,9,Kilogram,
901320,"Lasers, other than laser diodes",1,Number of item,9,Kilogram,
901380,"Other devices, appliances and instruments",1,Number of item,9,Kilogram,
901390,"Parts and accessories, in heading of 90.13",9,Kilogram,?,?,
901410,Direction finding compasses,1,Number of item,9,Kilogram,
901420,Instruments and appliances for aeronautical or space navigation (other than compasses),1,Number of item,9,Kilogram,
901480,Other instruments and appliances,1,Number of item,9,Kilogram,
901490,"Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.",9,Kilogram,?,?,
901510,Rangefinders,1,Number of item,9,Kilogram,
901520,Theodolites and tachymeters (tacheometers),1,Number of item,9,Kilogram,
901530,Levels,1,Number of item,9,Kilogram,
901540,Photogrammetrical surveying instruments and appliances,1,Number of item,9,Kilogram,
901580,Other instruments and appliances,1,Number of item,9,Kilogram,
901590,"Parts and accessories, in heading of 90.15",9,Kilogram,?,?,
901600,"Balances of a sensitivity of 5 cg or better, with or without weights.",1,Number of item,9,Kilogram,
901710,"Drafting tables and machines, whether or not automatic",1,Number of item,9,Kilogram,
901720,"Other drawing, markingout or mathematical calculating instruments",1,Number of item,9,Kilogram,
901730,"Micrometers, callipers and gauges",1,Number of item,9,Kilogram,
901780,"Instruments for measuring length, for use in the hand, n.e.s.",1,Number of item,9,Kilogram,
901790,"Parts and accessories, in heading of 90.17",9,Kilogram,?,?,
901811,Electrocardiographs,1,Number of item,9,Kilogram,
901812,Ultrasonic scanning apparatus,1,Number of item,9,Kilogram,
901813,Magnetic resonance imaging apparatus,?,?,9,Kilogram,
901814,Scintigraphic apparatus,1,Number of item,9,Kilogram,
901819,Other,1,Number of item,9,Kilogram,
901820,Ultraviolet or infrared ray apparatus,1,Number of item,9,Kilogram,
901831,"Syringes, with or without needles",1,Number of item,9,Kilogram,
901832,Tubular metal needles and needles for sutures,9,Kilogram,?,?,
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary sciences (excluding syringes, tubular metal needles and needles for sutures)",1,Number of item,9,Kilogram,
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",1,Number of item,9,Kilogram,
901849,"Instruments and appliances used in dental sciences, n.e.s.",1,Number of item,9,Kilogram,
901850,Other ophthalmic instruments and appliances,9,Kilogram,?,?,
901890,Other instruments and appliances,?,?,9,Kilogram,
901910,Mechanotherapy appliances; massage apparatus; psychological aptitudetesting apparatus,1,Number of item,9,Kilogram,
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",1,Number of item,9,Kilogram,
902000,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters.",9,Kilogram,?,?,
902110,Orthopaedic or fracture appliances,9,Kilogram,?,?,
902121,Artificial teeth,9,Kilogram,?,?,
902129,Dental fittings (excluding artificial teeth),9,Kilogram,?,?,
902131,Artificial joints,9,Kilogram,1,Number of item,
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial joints),9,Kilogram,1,Number of item,
902140,"Hearing aids, excluding parts and accessories",1,Number of item,9,Kilogram,
902150,"Pacemakers for stimulating heart muscles, excluding parts and accessories",1,Number of item,9,Kilogram,
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate for a defect or disability (excluding artificial parts of the body, complete hearing aids and complete pacemakers for stimulating heart muscles)",9,Kilogram,?,?,
902212,Computed tomography apparatus,1,Number of item,9,Kilogram,
902213,Apparatus based on the use of X-rays for dental uses,1,Number of item,9,Kilogram,
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for dental purposes and computer tomography apparatus)",1,Number of item,9,Kilogram,
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary uses)",1,Number of item,9,Kilogram,
902221,"Apparatus based on the use of alpha, beta £¨gamma or other ionising radiations, for medical, surgical, dental or veterinary uses",1,Number of item,9,Kilogram,
902229,"Apparatus based on the use of alpha, beta or gamma or other ionising radiations (other than for medical, surgical, dental or veterinary uses)",1,Number of item,9,Kilogram,
902230,X-ray tubes,1,Number of item,9,Kilogram,
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like, and general parts and accessories for apparatus of heading 9022, n.e.s.",1,Number of item,9,Kilogram,
902300,"Instruments, apparatus and models, designed for 90.23 demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses.",9,Kilogram,?,?,
902410,Machines and appliances for testing metals,1,Number of item,9,Kilogram,
902480,Other machines and appliances,1,Number of item,9,Kilogram,
902490,Parts and accessories,9,Kilogram,?,?,
902511,"Liquidfilled, for direct reading",1,Number of item,9,Kilogram,
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers for direct reading)",1,Number of item,9,Kilogram,
902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, whether or not combined with each other or with thermometers",1,Number of item,9,Kilogram,
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, n.e.s.",9,Kilogram,1,Number of item,
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding meters and regulators),1,Number of item,9,Kilogram,
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding regulators),1,Number of item,9,Kilogram,
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",1,Number of item,9,Kilogram,
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases, n.e.s.",9,Kilogram,?,?,
902710,Gas or smoke analysis apparatus,1,Number of item,9,Kilogram,
902720,Chromatographs and electrophoresis instruments,1,Number of item,9,Kilogram,
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations (UV, visible, IR)",1,Number of item,9,Kilogram,
902750,"Other instruments and apparatus using optical radiations (UV, visible, IR)",1,Number of item,9,Kilogram,
902781,Mass spectrometers,1,Number of item,9,Kilogram,
902789,Other instruments and apparatus,1,Number of item,9,Kilogram,
902790,Microtomes; parts and accessories,9,Kilogram,?,?,
902810,"Gas meters, incl. calibrating meters therefor",1,Number of item,9,Kilogram,
902820,"Liquid meters, incl. calibrating meters therefor",1,Number of item,9,Kilogram,
902830,"Electricity supply or production meters, incl. calibrating meters therefor",1,Number of item,9,Kilogram,
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",9,Kilogram,?,?,
902910,"Revolution counters, production counters, taximeters, mileometers, pedometers and the like",1,Number of item,9,Kilogram,
902920,Speed indicators and tachometers; stroboscopes,1,Number of item,9,Kilogram,
902990,"Parts and accessories,in heading of 90.29",9,Kilogram,?,?,
903010,Instruments and apparatus for measuring or detecting ionising radiations,1,Number of item,9,Kilogram,
903020,Oscilloscopes and oscillographs,1,Number of item,9,Kilogram,
903031,Multimeters without a recording device,1,Number of item,9,Kilogram,
903032,Multimeters with a recording device,1,Number of item,9,Kilogram,
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical power (other than those for measuring or 
checking semiconductor wafers or devices), without recording device (excluding multimeters, and oscilloscopes and oscillographs)",1,Number of item,9,Kilogram,
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical power (other than those for measuring or 
checking semiconductor wafers or devices), with recording device (excluding multimeters, and oscilloscopes and oscillographs)",1,Number of item,9,Kilogram,
903040,"Other instruments and apparatus, specially designed for telecommunications (for example, crosstalk meters, gain measuring instruments, distortion factor meters, psophometers)",1,Number of item,9,Kilogram,
903082,"For measuring or checking semiconductor wafers or devices 
(including integrated circuits)",1,Number of item,9,Kilogram,
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device (excluding appliances specially designed for telecommunications, multimeters, oscilloscopes and oscillographs, and apparatus for measuring or checking semiconductor wafers or devices)",1,Number of item,9,Kilogram,
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording device, n.e.s.",1,Number of item,9,Kilogram,
903090,Parts and accessories,9,Kilogram,?,?,
903110,Machines for balancing mechanical parts,1,Number of item,9,Kilogram,
903120,Test benches,1,Number of item,9,Kilogram,
903141,"For inspecting semiconductor wafers or devices (including 
integrated circuits) or for inspecting photomasks or reticles used in 
manufacturing semiconductor devices (including integrated 
circuits)",1,Number of item,9,Kilogram,
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified or included in chapter 90",1,Number of item,9,Kilogram,
903180,"Other instruments, appliances and machines",1,Number of item,9,Kilogram,
903190,"Parts and accessories, in heading of 90.31",9,Kilogram,?,?,
903210,Thermostats,1,Number of item,9,Kilogram,
903220,Manostats,1,Number of item,9,Kilogram,
903281,Hydraulic or pneumatic,1,Number of item,9,Kilogram,
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, thermostats, and taps, cocks and valves of heading 8481)",1,Number of item,9,Kilogram,
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",9,Kilogram,?,?,
903300,"Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90.",9,Kilogram,?,?,
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating a stop-watch facility, electrically operated, with mechanical display only (excluding with backs made of steel)",1,Number of item,9,Kilogram,
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating a stop-watch facility, electrically operated, with opto-electronic display and with combined mechanical and opto-electronic display (excluding with backs made of steel)",1,Number of item,9,Kilogram,
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating a stop-watch facility, with automatic winding (excluding with backs made of steel)",1,Number of item,9,Kilogram,
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating a stop-watch facility, with hand winding only (excluding with backs made of steel)",1,Number of item,9,Kilogram,
910191,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious metal, electrically operated (excluding with backs made of steel and wrist-watches)",1,Number of item,9,Kilogram,
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious metal, with hand or automatic winding (excluding with backs made of steel and wrist-watches)",1,Number of item,9,Kilogram,
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with mechanical display only (excluding of precious metal or of metal clad with precious metal)",1,Number of item,9,Kilogram,
910212,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with opto-electronic display only (excluding of precious metal or of metal clad with precious metal)",1,Number of item,9,Kilogram,
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with combined mechanical and opto-electronic display (excluding of precious metal or of metal clad with precious metal)",1,Number of item,9,Kilogram,
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding of precious metal or of metal clad with precious metal)",1,Number of item,9,Kilogram,
910229,"Wrist-watches, whether or not incorporating a stop-watch facility, with hand winding only (excluding of precious metal or of metal clad with precious metal)",1,Number of item,9,Kilogram,
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious metal or of metal clad with precious metal)",1,Number of item,9,Kilogram,
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding of precious metal or of metal clad with precious metal)",1,Number of item,9,Kilogram,
910310,"Clocks with watch movements, electrically operated",1,Number of item,9,Kilogram,
910390,Clocks with watch movements,1,Number of item,9,Kilogram,
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels.",1,Number of item,9,Kilogram,
910511,"Alarm clocks, electrically operated",1,Number of item,9,Kilogram,
910519,Alarm clocks (excluding electrically operated),1,Number of item,9,Kilogram,
910521,"Wall clocks, electrically operated",1,Number of item,9,Kilogram,
910529,Wall clocks (excluding electrically operated),1,Number of item,9,Kilogram,
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, clocks with watch movements of heading 9103, instrument panel clocks and the like of heading 9104, alarm clocks and wall clocks)",1,Number of item,9,Kilogram,
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of heading 9101 or 9102, clocks with watch movements of heading 9103, instrument panel clocks and the like of heading 9104, alarm clocks and wall clocks)",1,Number of item,9,Kilogram,
910610,Timeregisters; timerecorders,1,Number of item,9,Kilogram,
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (excluding clocks of heading 9101 to 9105, time registers and time recorders)",1,Number of item,9,Kilogram,
910700,Time switches with clock or watch movement or with synchronous motor.,1,Number of item,9,Kilogram,
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only or with a device to which a mechanical display can be incorporated",1,Number of item,9,Kilogram,
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display only",1,Number of item,9,Kilogram,
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic and mechanical display, whether or not with dial and hands",1,Number of item,9,Kilogram,
910820,"Watch movements, complete and assembled, with automatic winding",1,Number of item,9,Kilogram,
910890,"Watch movements, complete and assembled, with hand winding only",1,Number of item,9,Kilogram,
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",1,Number of item,9,Kilogram,
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",1,Number of item,9,Kilogram,
911011,"Complete watch movements, unassembled or partly assembled movement sets",1,Number of item,9,Kilogram,
911012,"Incomplete watch movements, assembled",9,Kilogram,?,?,
911019,Rough clock movements,9,Kilogram,?,?,
911090,"Complete, unassembled or partly assembled clock movements movement sets""; incomplete clock movements",2023,9,Kilogram,?,?
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious metal or of metal clad with precious metal",1,Number of item,9,Kilogram,
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base metal, whether or not gold- or silver-plated",1,Number of item,9,Kilogram,
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials other than precious metal, clad with precious metal or base metal",1,Number of item,9,Kilogram,
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, n.e.s.",9,Kilogram,?,?,
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading 9101 or 9102)",1,Number of item,9,Kilogram,
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other watches of heading 9101 or 9102)",9,Kilogram,?,?,
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal clad with precious metal, n.e.s.",9,Kilogram,?,?,
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or not gold- or silver-plated, n.e.s.",9,Kilogram,?,?,
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",9,Kilogram,?,?,
911430,Dials for clocks or watches,9,Kilogram,?,?,
911440,Plates and bridges for clocks or watches,9,Kilogram,?,?,
911490,"Clock or watch parts, n.e.s.",9,Kilogram,?,?,
920110,Upright pianos,1,Number of item,9,Kilogram,
920120,Grand pianos,1,Number of item,9,Kilogram,
920190,Harpsichords and other keyboard stringed instruments (excluding pianos),1,Number of item,9,Kilogram,
920210,Played with a bow,1,Number of item,9,Kilogram,
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played with a bow)",1,Number of item,9,Kilogram,
920510,Brasswind instruments,1,Number of item,9,Kilogram,
920590,Wind musical instruments (excluding brass-wind instruments),1,Number of item,9,Kilogram,
